DBName,SqlCmd,MaxTime,AvgTime,TotTime,CNT
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243236967 A WITH(NOLOCK)",860,860,860,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243237003 A WITH(NOLOCK)",500,500,500,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243237017 A WITH(NOLOCK)",380,380,380,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243237023 A WITH(NOLOCK)",339,339,339,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243237028 A WITH(NOLOCK)",339,339,339,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236407 A WITH(NOLOCK)",15910,15910,15910,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236416 A WITH(NOLOCK)",14170,14170,14170,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236422 A WITH(NOLOCK)",10765,10765,10765,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236429 A WITH(NOLOCK)",8365,8365,8365,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236451 A WITH(NOLOCK)",4440,4440,4440,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236452 A WITH(NOLOCK)",4370,4370,4370,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236453 A WITH(NOLOCK)",4360,4360,4360,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243236611 A WITH(NOLOCK)",2810,2810,2810,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243236687 A WITH(NOLOCK)",2510,2510,2510,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243236710 A WITH(NOLOCK)",2420,2420,2420,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243236837 A WITH(NOLOCK)",1839,1839,1839,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243236850 A WITH(NOLOCK)",1559,1559,1559,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236479 A WITH(NOLOCK)",2595,2595,2595,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236500 A WITH(NOLOCK)",3469,3469,3469,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236502 A WITH(NOLOCK)",3450,3450,3450,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236509 A WITH(NOLOCK)",3370,3370,3370,1
